Geneid	HCT_NS_1	HCT_NS_2	HCT_NS_3	HCT_TNF_1	HCT_TNF_2	HCT_TNF_3	SCZ_NS_1	SCZ_NS_2	SCZ_NS_3	SCZ_TNF_1	SCZ_TNF_2	SCZ_TNF_3
ENSG00000101290.14	3222	2796	2749	2655	2453	6698	1467	2347	2622	2164	3509	3513
ENSG00000205181.8	131	149	79	107	110	215	73	129	115	58	73	137
ENSG00000125772.14	2928	2363	2526	2474	1726	5919	1179	2132	3009	1903	2997	3649
ENSG00000171984.15	113	102	59	88	58	192	48	74	67	68	102	88
ENSG00000089195.15	226	205	255	201	202	448	110	170	163	171	226	241
ENSG00000125885.13	92	88	32	71	72	102	36	62	33	46	56	46
ENSG00000088766.12	169	162	139	199	191	296	123	127	131	134	259	126
ENSG00000101311.16	6	8	22	16	16	73	8	6	16	6	51	49
ENSG00000125845.7	14	18	6	38	22	32	10	22	10	34	26	24
ENSG00000125827.9	2465	1980	3062	2139	1753	5834	1045	1493	2177	1416	3000	3195
ENSG00000182621.18	58	89	48	84	70	182	24	56	36	39	86	64
ENSG00000243961.2	76	40	28	73	62	77	29	41	33	39	24	35
ENSG00000132623.16	26	16	4	16	20	18	22	25	8	8	6	0
ENSG00000125863.20	280	276	286	319	185	706	122	217	265	212	300	380
ENSG00000149346.15	247	243	266	288	249	695	121	207	245	233	285	362
ENSG00000101384.12	752	1148	1085	1363	1124	3286	457	1147	769	1197	2349	1983
ENSG00000132640.15	535	410	380	369	316	998	240	337	377	275	523	521
ENSG00000172296.13	8	25	5	0	2	2	4	12	4	4	2	4
ENSG00000089123.16	88	90	59	115	108	218	35	87	68	66	157	133
ENSG00000089048.15	321	329	283	370	328	732	176	260	292	322	351	349
ENSG00000101247.18	187	171	168	179	147	431	107	133	197	157	280	240
ENSG00000089177.19	1051	1183	558	914	780	1503	543	900	676	758	584	635
ENSG00000125870.11	374	380	310	434	280	828	171	325	365	313	464	491
ENSG00000125868.16	758	624	746	738	515	1545	296	559	748	444	1007	943
ENSG00000125844.17	6240	7494	3955	5340	7322	9498	3591	5062	3529	4950	4770	4136
ENSG00000233625.1	0	4	23	6	11	38	10	3	18	2	8	11
ENSG00000089006.17	1513	1282	1215	1427	1072	2989	696	1133	1271	970	1304	1494
ENSG00000212232.1	1836	4238	1156	2158	3563	3541	1738	2692	1500	2255	3122	2142
ENSG00000125871.14	326	304	254	281	251	748	157	211	302	243	357	347
ENSG00000149474.15	273	306	280	219	280	576	189	228	231	275	420	363
ENSG00000125846.16	287	287	151	234	265	356	171	238	197	198	226	168
ENSG00000089091.16	68	97	49	60	55	137	54	104	77	43	74	73
ENSG00000132664.12	126	128	110	134	99	301	48	106	106	101	126	174
ENSG00000089050.16	354	282	244	315	240	697	153	242	260	222	479	332
ENSG00000101310.17	1680	1812	1380	1637	1550	3292	870	1457	1086	1240	1510	1628
ENSG00000232388.5	105	79	73	121	63	234	36	92	93	65	70	130
ENSG00000125821.13	144	133	114	128	111	342	73	114	120	105	191	159
ENSG00000185052.13	43	75	44	82	56	91	32	64	49	72	78	60
ENSG00000132669.14	3072	3267	2451	2610	3079	5296	1706	2488	2223	2193	2189	2581
ENSG00000173418.12	950	737	824	758	661	1647	445	649	700	576	1131	895
ENSG00000101343.15	601	543	471	598	456	951	275	445	401	415	472	525
ENSG00000243810.1	38	32	23	18	13	48	20	22	35	29	13	20
ENSG00000188559.16	804	980	603	781	633	1481	516	667	779	603	757	738
ENSG00000088970.16	148	136	77	112	116	213	80	110	91	110	96	93
ENSG00000275457.1	6	20	6	18	26	24	12	8	14	6	28	16
ENSG00000088930.8	2150	1960	1792	1988	1727	4002	1000	1680	1575	1470	1832	2075
ENSG00000227063.5	23	16	46	23	8	57	8	17	35	9	45	32
ENSG00000178726.7	634	804	102	352	562	242	442	552	196	338	62	84
ENSG00000125810.10	1195	1175	104	672	992	582	905	1085	310	431	104	132
ENSG00000132661.4	140	140	90	140	142	212	70	110	80	172	118	156
ENSG00000125812.16	478	491	307	420	430	710	255	411	310	314	251	346
ENSG00000125814.17	338	237	147	255	244	499	103	211	156	196	230	195
ENSG00000101439.9	11700	14571	8154	8097	11382	20490	7569	9337	9134	8064	10584	10256
ENSG00000270001.1	15	24	13	10	14	44	11	12	12	10	26	8
ENSG00000077984.6	92	110	229	112	135	820	60	104	220	120	215	283
ENSG00000101474.12	2523	2548	2161	2017	2069	5130	1195	1872	2325	1554	2265	2347
ENSG00000154930.15	702	746	331	583	548	802	353	600	360	552	392	369
ENSG00000197586.13	1820	2012	1170	1418	1625	3113	1124	1358	1413	1302	1381	1515
ENSG00000277938.1	39	26	24	24	32	52	8	18	28	14	10	24
ENSG00000100994.12	2748	2832	2439	2255	2840	4964	1518	2093	2024	2159	2861	2553
ENSG00000100997.20	3086	3156	2856	2000	2568	6354	1766	2113	2948	1838	2911	3339
ENSG00000227379.2	48	20	29	29	34	72	23	25	27	29	24	30
ENSG00000101003.11	145	127	87	131	153	237	56	93	115	114	200	110
ENSG00000101004.15	88	87	166	77	93	188	34	65	99	63	218	134
ENSG00000170191.5	235	229	208	242	141	510	96	204	194	151	196	240
ENSG00000213742.7	42	36	51	64	37	110	32	49	49	40	68	59
ENSG00000130684.14	309	372	269	296	334	696	186	226	264	181	391	294
ENSG00000287569.1	40	32	14	34	42	56	14	40	18	30	44	14
ENSG00000282826.3	466	471	552	540	372	1275	215	390	471	371	625	690
ENSG00000282870.1	9	14	10	10	11	25	5	4	7	12	12	15
ENSG00000282995.1	40	39	36	48	26	75	16	36	31	42	32	43
ENSG00000149531.15	221	238	210	209	211	510	116	215	194	153	198	285
ENSG00000101294.18	7985	7766	5650	6655	6879	12562	3811	6133	5004	6089	5109	6479
ENSG00000274364.1	39	36	13	27	2	36	6	24	22	7	7	11
ENSG00000235313.1	70	90	40	65	83	87	46	66	24	58	25	33
ENSG00000171552.14	4234	4790	4162	3458	4348	8988	2226	3532	3471	2833	4520	4468
ENSG00000088325.16	294	262	49	258	287	171	108	231	111	168	62	69
ENSG00000088356.6	248	257	204	226	249	426	145	213	197	226	245	241
ENSG00000226239.2	0	18	10	23	8	13	2	14	4	6	14	11
ENSG00000101331.17	111	189	12	142	170	102	69	152	30	156	26	52
ENSG00000101336.18	11012	14573	7443	10507	12245	21232	6975	10674	8370	9191	9799	10295
ENSG00000101337.16	2594	3099	1807	2402	2638	4838	1600	2455	1848	2303	2278	2349
ENSG00000275576.1	17	15	6	18	9	36	5	10	27	14	16	15
ENSG00000235217.6	2	8	12	10	14	27	2	4	6	6	10	6
ENSG00000126003.7	1010	1233	682	1056	913	2051	552	969	887	984	844	1035
ENSG00000101346.14	737	716	535	751	740	1407	459	610	573	591	708	710
ENSG00000101350.8	911	912	571	808	838	1442	453	693	612	685	713	702
ENSG00000171456.21	2308	2527	1308	2008	2293	3807	1202	1836	1561	1764	2092	1792
ENSG00000197183.15	1258	1534	799	1083	1351	2419	779	1256	893	906	888	917
ENSG00000149600.12	577	520	530	481	416	1125	298	470	479	376	499	703
ENSG00000088305.19	48	51	25	28	36	46	36	29	46	34	31	23
ENSG00000101367.9	2389	2384	2260	2211	1985	5327	1236	1766	2028	1518	2785	2804
ENSG00000260257.2	162	126	86	146	100	290	92	115	116	88	163	137
ENSG00000215529.13	17	13	19	17	15	50	10	33	16	14	34	44
ENSG00000101391.21	556	538	379	458	503	999	309	417	376	355	566	461
ENSG00000101400.6	138	185	146	134	125	242	105	140	116	146	158	120
ENSG00000078699.22	1109	1353	852	1065	1066	2132	605	975	887	956	1211	1055
ENSG00000275223.1	6	4	11	1	4	16	6	2	0	6	22	3
ENSG00000125967.17	259	305	316	226	316	619	179	224	217	226	407	320
ENSG00000288649.2	9	6	14	18	12	24	2	4	10	8	16	12
ENSG00000101412.13	300	214	47	306	295	314	112	186	128	220	87	104
ENSG00000101417.12	160	154	51	123	109	238	68	130	128	110	91	96
ENSG00000131061.14	199	255	216	246	282	466	125	203	207	197	214	208
ENSG00000101421.4	2606	2821	2056	2387	2825	5140	1500	2235	1825	1940	2621	2505
ENSG00000285230.3	67	55	50	80	82	150	26	59	58	32	84	90
ENSG00000125970.12	2820	3171	2332	2517	2868	5631	1467	2162	2502	2035	3021	2812
ENSG00000125977.7	1102	1116	1015	986	906	2243	556	867	824	816	1216	1003
ENSG00000101444.13	1445	1259	1298	994	1157	2941	705	858	1109	1024	1271	1493
ENSG00000272945.1	8	13	4	9	9	12	2	30	8	13	10	6
ENSG00000078747.16	2196	1779	1647	2198	1412	3861	842	1628	1620	1431	1793	2137
ENSG00000277558.1	17	24	8	11	12	36	17	19	8	9	3	6
ENSG00000125971.17	308	435	241	284	309	655	176	243	282	274	256	342
ENSG00000101460.13	140	222	57	274	308	342	82	201	126	230	99	121
ENSG00000101464.11	295	176	206	213	270	609	118	207	186	203	275	280
ENSG00000198646.14	2269	2345	1674	1989	1832	4422	1058	1709	1766	1582	1570	2294
ENSG00000078804.13	1176	1387	943	1209	1225	2834	690	1101	861	1078	1367	1375
ENSG00000131067.17	277	387	201	308	369	616	216	290	191	267	275	268
ENSG00000131069.20	1788	2081	1655	1470	1604	4271	1014	1244	1773	1158	2271	2221
ENSG00000100983.12	1005	972	934	810	899	2138	534	701	856	674	1053	1045
ENSG00000100991.12	2687	2760	1686	2282	2560	4340	1570	2262	1811	1991	2134	2084
ENSG00000088298.13	2175	2460	1116	1674	1883	2941	1313	1715	1260	1470	1222	1355
ENSG00000101000.6	1015	1080	352	817	853	1200	526	894	476	701	290	554
ENSG00000126005.17	1288	1591	893	1113	1384	2249	793	1067	1067	1043	1446	1235
ENSG00000279253.1	108	83	86	91	96	200	47	93	88	67	63	90
ENSG00000261582.1	18	19	13	21	17	34	6	12	20	14	12	30
ENSG00000242372.9	833	1062	722	863	874	1661	482	752	625	831	978	910
ENSG00000101019.22	807	814	664	726	724	1874	452	626	668	647	871	995
ENSG00000126001.16	1592	2032	887	1391	1981	2537	1006	1296	987	1249	1308	1089
ENSG00000230155.7	73	41	41	37	51	123	14	38	59	53	51	53
ENSG00000125991.21	2122	2255	1278	1525	1924	3181	1042	1600	1364	1496	1530	1581
ENSG00000061656.11	6	20	4	2	28	10	11	6	8	2	2	8
ENSG00000214078.13	1190	1198	831	855	959	2189	599	895	906	880	979	999
ENSG00000244462.8	1403	982	964	1131	949	2708	590	997	1023	882	934	1380
ENSG00000244005.13	313	349	286	317	242	632	167	229	273	183	305	357
ENSG00000125995.16	393	409	252	321	426	641	220	281	267	281	546	328
ENSG00000131051.24	3393	2599	2455	3124	2213	6740	1503	2365	2646	2139	3493	3390
ENSG00000025293.17	1262	1443	924	1273	1266	2562	753	1040	999	1030	1244	1318
ENSG00000171222.11	723	921	600	624	831	1078	472	666	623	542	952	652
ENSG00000149646.12	30	36	16	29	28	30	16	35	24	21	31	20
ENSG00000260032.2	4130	3773	2530	3925	3052	6168	1954	3186	2602	2846	4065	3024
ENSG00000234139.5	0	4	5	18	10	25	10	8	8	18	8	0
ENSG00000088367.23	186	189	84	182	204	232	108	192	112	158	112	124
ENSG00000131043.13	597	701	520	583	639	1353	343	522	473	596	492	546
ENSG00000080845.19	2098	2535	1716	2088	2561	4310	1251	2127	1614	1850	1933	2063
ENSG00000232907.9	4	13	8	22	6	16	2	7	3	12	8	10
ENSG00000101335.10	62	40	91	63	50	202	14	30	94	14	124	94
ENSG00000118707.11	414	423	331	302	387	840	180	292	345	276	430	421
ENSG00000101084.19	507	645	425	436	645	993	311	444	356	450	694	487
ENSG00000101082.14	79	94	25	100	102	124	52	130	49	94	26	33
ENSG00000101079.21	840	704	768	722	573	1793	405	635	725	496	646	900
ENSG00000149636.16	209	210	159	200	187	316	158	193	156	101	229	188
ENSG00000149639.15	4959	5713	4041	4562	5902	10696	3047	4147	3901	4185	5646	4658
ENSG00000101347.11	15470	14924	11173	13461	13527	28576	7646	11504	11851	10168	14485	13786
ENSG00000080839.12	403	309	275	406	315	701	182	315	319	284	414	418
ENSG00000101353.15	63	72	34	34	48	106	31	67	51	70	46	55
ENSG00000118705.17	5142	5258	3553	4418	4484	8283	2598	4059	3370	3745	3501	4526
ENSG00000101363.13	378	381	333	332	342	824	196	350	292	273	352	394
ENSG00000197122.13	5184	7080	4460	5511	6229	12278	3127	4867	4148	4698	6319	5912
ENSG00000166619.15	2162	2369	2001	2307	2153	4760	1181	1845	1844	1847	2917	2711
ENSG00000276603.1	55	39	36	43	55	84	16	42	30	33	63	54
ENSG00000132792.19	1105	1338	766	1092	1201	1888	680	938	685	840	1059	992
ENSG00000132821.12	18	28	6	14	26	32	6	4	2	8	18	11
ENSG00000101407.13	515	492	451	576	538	1053	258	486	390	403	428	559
ENSG00000101413.12	698	703	473	633	616	1226	396	572	522	559	575	649
ENSG00000198959.12	2847	2771	775	2814	3364	1835	1767	2739	710	2519	1235	924
ENSG00000101425.14	13	4	36	9	10	51	7	12	39	9	38	23
ENSG00000224635.2	36	21	21	36	34	71	21	23	20	28	31	26
ENSG00000275401.1	22	24	24	24	26	23	6	21	9	35	21	8
ENSG00000196756.14	765	781	446	748	822	1349	360	656	396	650	775	674
ENSG00000235408.6	41	114	45	50	66	178	33	76	45	68	28	39
ENSG00000174365.21	147	180	100	146	172	276	105	132	121	132	179	161
ENSG00000170471.15	2276	2029	1961	2147	1592	4446	1115	1858	1717	1528	2211	2299
ENSG00000231307.1	20	26	22	14	20	28	15	25	6	16	26	35
ENSG00000101442.10	138	131	119	143	140	231	86	106	142	113	143	149
ENSG00000101445.10	198	243	61	257	310	312	153	310	112	194	110	96
ENSG00000101447.15	22	18	0	40	29	24	10	30	18	26	0	2
ENSG00000101452.15	400	370	302	359	365	817	211	277	268	248	443	452
ENSG00000277581.1	7	16	5	5	6	23	11	10	7	4	10	9
ENSG00000204103.4	4584	5981	2138	3443	5144	4941	3461	4739	2942	3250	2510	2548
ENSG00000229771.2	117	72	96	74	63	148	45	77	104	108	64	99
ENSG00000198900.7	1955	1891	1273	1815	1744	3594	987	1542	1491	1447	1872	1669
ENSG00000124181.15	652	750	268	518	604	922	344	513	408	418	353	385
ENSG00000174306.22	940	955	630	659	759	1561	514	602	647	705	660	748
ENSG00000132793.12	194	297	106	206	293	325	109	205	173	212	153	132
ENSG00000124177.16	1982	2142	1274	1743	1771	3218	1061	1593	1359	1386	1321	1427
ENSG00000235088.1	23	17	0	5	8	9	2	20	16	17	8	5
ENSG00000124193.16	1534	1497	1182	1550	1336	2989	772	1330	1127	1243	1514	1539
ENSG00000185513.17	170	203	81	150	152	338	121	136	130	198	111	156
ENSG00000101052.13	215	236	144	198	210	377	118	221	176	144	220	209
ENSG00000101057.16	314	340	24	287	414	198	121	197	109	256	12	76
ENSG00000132823.11	637	573	346	504	460	1095	248	429	390	431	352	511
ENSG00000223891.7	71	56	24	91	54	127	40	60	48	70	98	64
ENSG00000197296.6	227	237	153	243	199	450	116	207	206	186	288	253
ENSG00000124120.11	218	210	185	199	202	489	156	211	228	183	295	280
ENSG00000132824.14	3529	2823	2785	3056	2146	6767	1420	2443	2643	2225	3193	3819
ENSG00000168734.14	33	50	20	23	48	51	24	32	19	36	30	32
ENSG00000196839.14	156	186	132	125	141	323	120	194	159	102	144	142
ENSG00000166913.13	5302	4685	4354	4554	3756	9687	2528	3566	4305	3098	5257	5424
ENSG00000101104.13	184	185	76	147	163	321	82	132	158	131	140	148
ENSG00000025772.8	338	368	312	353	349	767	166	299	268	255	424	342
ENSG00000101109.12	3342	3045	2748	2949	2729	7010	1713	2593	2754	2107	3343	3279
ENSG00000124145.6	2316	2689	1732	2246	2325	4498	1208	2166	1716	2071	2913	2758
ENSG00000275894.1	28	39	19	8	31	60	8	31	24	21	30	18
ENSG00000204070.10	909	738	625	610	559	1385	412	610	598	627	572	731
ENSG00000244274.9	45	51	13	33	40	62	24	29	18	33	32	32
ENSG00000124155.19	2262	2551	1724	2031	2058	4033	1259	1892	1876	1799	1969	1988
ENSG00000101457.13	489	576	354	497	501	959	305	448	321	434	525	480
ENSG00000175063.17	73	69	0	80	74	84	23	78	28	41	9	18
ENSG00000124104.19	187	213	122	131	204	263	123	144	164	132	145	169
ENSG00000101473.17	370	373	281	324	431	606	274	288	276	314	439	295
ENSG00000132801.7	93	110	55	84	64	169	44	63	94	65	109	80
ENSG00000168612.5	163	216	134	184	205	350	145	191	161	154	135	204
ENSG00000149634.5	46	58	59	64	98	272	16	46	76	53	148	118
ENSG00000124257.7	279	339	360	300	328	1451	175	292	472	339	669	596
ENSG00000064601.21	6252	6733	1744	4560	4900	4356	3479	5057	2165	4298	1382	2457
ENSG00000271984.1	219	199	224	229	239	982	103	154	305	201	394	431
ENSG00000100979.15	15616	16591	13282	13674	14974	42474	8053	11991	15062	13376	11554	18779
ENSG00000285796.1	364	451	258	298	428	681	195	272	344	324	432	316
ENSG00000100982.12	655	789	493	577	697	1196	474	599	542	623	591	587
ENSG00000198026.8	1041	1265	791	916	1245	2076	696	1032	850	874	1006	970
ENSG00000100985.7	117528	175559	66242	142386	193207	212125	87843	147066	69655	130274	115264	103033
ENSG00000204044.6	30	29	8	6	20	36	5	22	10	25	13	10
ENSG00000124140.15	158	142	46	78	118	136	89	96	72	110	39	68
ENSG00000124160.12	860	965	605	704	794	1494	498	759	570	566	628	711
ENSG00000101017.15	2646	3294	2378	2907	3250	7498	1468	2332	2115	2096	2905	3646
ENSG00000080189.15	1205	1315	795	1052	1178	2190	693	1067	822	1123	935	1112
ENSG00000062598.18	1677	1951	1441	1640	1796	3436	994	1605	1387	1431	1525	1743
ENSG00000198185.12	5	12	11	8	2	26	8	6	15	5	18	10
ENSG00000149635.3	668	480	377	898	746	1026	322	640	225	610	746	406
ENSG00000273893.1	19	22	9	21	12	21	3	10	2	18	11	15
ENSG00000172315.6	325	345	310	347	275	672	179	289	230	316	411	329
ENSG00000064655.19	76	100	12	48	119	38	59	56	29	30	4	8
ENSG00000101040.20	3043	3456	1651	2985	3092	5749	1821	2814	2118	2481	2231	2531
ENSG00000267882.2	4	10	16	14	18	30	6	14	14	6	22	11
ENSG00000273451.1	103	103	45	121	110	207	58	118	80	92	71	108
ENSG00000124151.19	2482	2088	2142	2272	1598	4803	1067	1856	1904	1718	2226	2401
ENSG00000196562.15	524	688	1192	532	689	2242	489	634	740	580	1117	1189
ENSG00000124126.14	7911	10123	4110	5697	7717	11209	5098	6676	5559	5417	4261	4710
ENSG00000278231.1	72	54	19	53	35	86	34	50	49	40	26	35
ENSG00000124198.10	4689	4232	3579	4027	3764	8271	2363	3732	3327	3432	4341	4277
ENSG00000124207.17	878	666	889	849	654	1899	310	645	711	587	874	1024
ENSG00000124214.21	2663	2487	1825	2163	2276	4418	1463	2052	1915	1742	2252	2318
ENSG00000124228.15	896	1141	922	1000	1111	1996	595	781	737	801	1090	923
ENSG00000124201.15	6104	6775	5610	6447	6807	15212	3322	5344	5601	5346	6424	7241
ENSG00000177410.13	318	297	208	343	249	631	122	277	269	232	313	322
ENSG00000209042.1	12	11	3	9	13	27	9	6	11	7	10	12
ENSG00000158470.5	2959	2939	1252	2780	2454	3399	1339	2476	1360	2507	1511	1799
ENSG00000197818.12	915	956	547	672	754	1694	512	803	722	704	701	890
ENSG00000237788.1	51	40	9	26	34	46	33	16	19	29	24	20
ENSG00000158480.11	305	360	191	246	324	581	166	309	192	235	184	263
ENSG00000124226.11	1348	1225	1208	1010	1126	2780	634	1031	1059	875	1319	1385
ENSG00000229222.1	44	60	21	29	36	67	21	61	20	45	21	32
ENSG00000124216.4	21	34	26	14	26	54	6	12	4	18	8	28
ENSG00000244687.13	189	143	116	144	125	310	81	122	128	70	134	151
ENSG00000240849.11	1031	1265	729	1044	964	1942	599	1084	708	903	1446	942
ENSG00000277449.1	40	19	7	26	35	56	12	28	20	45	34	27
ENSG00000172216.6	12048	14772	8096	10515	13423	18416	7849	10622	8038	10369	12732	10451
ENSG00000224397.8	1189	1191	756	1010	1121	1943	696	1000	852	954	872	998
ENSG00000203999.9	26	22	12	24	32	62	16	25	15	20	30	31
ENSG00000233077.2	0	6	11	13	14	31	8	8	4	6	47	30
ENSG00000196396.10	3128	3565	2220	3609	3193	6407	1667	2957	2321	3004	3378	3334
ENSG00000208018.1	27	22	8	19	17	24	11	19	14	16	24	9
ENSG00000124171.9	21	18	25	36	31	53	15	17	27	12	32	24
ENSG00000230043.1	31	90	36	48	62	114	40	64	32	48	70	38
ENSG00000101126.18	2165	1905	1565	1876	1536	3988	1023	1604	1643	1441	1631	1933
ENSG00000000419.14	440	303	323	466	307	851	160	298	275	295	474	396
ENSG00000124217.5	224	208	198	198	176	446	90	196	186	158	220	238
ENSG00000026559.14	9	0	10	15	6	30	0	16	8	4	9	10
ENSG00000101096.20	325	452	149	378	410	524	191	370	188	312	166	147
ENSG00000054793.14	83	71	72	72	64	92	34	36	34	70	72	78
ENSG00000020256.20	414	407	316	331	349	941	236	351	349	277	383	394
ENSG00000182463.16	22	30	2	14	24	44	38	48	18	23	10	4
ENSG00000171940.14	2274	2236	2283	1892	1994	5267	1198	1713	2239	1408	2644	2764
ENSG00000101132.10	83	79	97	91	59	190	28	63	77	72	147	118
ENSG00000124098.10	550	544	549	534	468	1145	281	444	498	358	637	590
ENSG00000087586.18	276	212	151	248	220	468	100	215	142	170	201	289
ENSG00000101138.12	533	562	418	509	444	995	231	420	376	398	559	573
ENSG00000087589.17	442	421	500	634	638	1773	248	415	370	470	1007	846
ENSG00000022277.13	1169	1150	1041	1227	1041	2560	642	987	945	849	1066	1274
ENSG00000124103.10	7	11	1	6	13	22	2	6	10	20	14	13
ENSG00000280387.1	18	32	25	23	22	66	9	12	23	21	37	31
ENSG00000087510.7	69	113	83	102	75	235	45	139	74	66	148	94
ENSG00000101146.13	516	496	478	495	449	965	278	439	404	403	408	460
ENSG00000132819.17	645	803	993	800	947	2107	439	655	801	582	1241	1149
ENSG00000124256.15	50	56	46	53	123	102	34	77	38	36	44	28
ENSG00000124225.16	426	568	539	388	500	1068	259	369	356	409	790	592
ENSG00000278709.2	40	34	22	28	23	36	12	36	22	14	28	8
ENSG00000124224.18	347	352	262	289	262	694	183	256	292	238	379	392
ENSG00000124209.4	1290	942	1193	1094	727	2764	531	1003	1107	850	1342	1476
ENSG00000124164.16	872	831	736	728	629	1620	414	661	656	648	964	905
ENSG00000124222.22	1140	1077	931	1222	1001	2362	553	946	1060	807	1408	1197
ENSG00000254995.4	94	132	43	63	84	128	69	79	64	93	65	65
ENSG00000215440.12	402	377	194	279	365	510	250	261	217	308	375	277
ENSG00000254419.1	30	27	20	19	41	52	17	28	35	32	22	30
ENSG00000087460.29	14059	15454	12256	11877	13877	26724	7677	11080	12007	10521	14415	13375
ENSG00000101158.15	487	621	594	601	604	1253	373	511	534	490	726	673
ENSG00000101160.15	55228	56775	29262	42449	47377	81616	29050	39549	33212	38161	35982	37299
ENSG00000124172.10	1683	1432	1720	1453	1182	4160	796	1246	1591	1000	2031	2146
ENSG00000101166.16	747	658	757	845	533	1769	296	656	633	582	880	890
ENSG00000124203.7	70	68	10	115	118	86	64	97	34	96	24	18
ENSG00000196074.13	14	8	16	12	13	30	16	11	18	21	10	17
ENSG00000196227.11	293	221	271	288	204	675	118	199	271	184	278	313
ENSG00000132825.7	334	331	258	278	332	506	160	244	248	198	288	317
ENSG00000124215.17	61	58	74	43	45	150	38	27	59	49	102	72
ENSG00000176659.10	44	46	51	50	43	127	42	38	43	33	41	50
ENSG00000228340.7	125	134	169	160	134	401	100	144	181	142	208	219
ENSG00000130699.20	629	723	578	674	701	1537	411	625	612	579	719	741
ENSG00000235018.1	26	30	14	39	20	34	9	11	12	14	30	6
ENSG00000149657.20	903	987	595	698	853	1469	440	765	642	616	630	742
ENSG00000101182.15	2334	2234	1703	1971	2160	3959	1155	1782	1478	1808	2509	1990
ENSG00000184402.15	599	559	366	548	538	816	354	470	298	575	491	424
ENSG00000101181.18	693	835	504	625	676	1228	438	573	436	565	713	544
ENSG00000130703.17	1244	1369	783	1104	1190	1723	680	948	771	947	964	936
ENSG00000130706.13	2444	2868	1711	2151	2640	3665	1440	1900	1343	2091	2062	1885
ENSG00000130702.15	127	233	152	187	221	371	83	164	164	134	225	164
ENSG00000273619.1	46	39	30	32	52	84	30	51	28	80	54	37
ENSG00000171858.18	1166	881	904	926	860	2229	432	818	758	694	782	1140
ENSG00000149679.12	345	316	188	260	306	489	159	258	205	240	224	242
ENSG00000275437.1	56	42	21	68	54	79	27	46	37	34	28	21
ENSG00000273812.3	113	102	96	102	96	203	47	110	69	79	93	80
ENSG00000289634.1	6	4	9	5	24	16	4	13	9	16	20	7
ENSG00000101187.16	465	382	192	378	411	554	196	292	157	422	384	278
ENSG00000277496.1	20	25	8	19	43	27	16	17	12	30	10	10
ENSG00000101188.5	20	22	14	12	44	12	14	14	14	24	22	4
ENSG00000101189.7	338	359	222	258	344	541	202	277	235	256	287	274
ENSG00000060491.17	2431	3361	1688	2262	3220	4076	1648	2339	1682	2312	2657	1880
ENSG00000101190.13	92	111	59	140	76	214	70	89	87	90	121	108
ENSG00000101191.17	2578	2935	1636	2109	2495	4086	1491	2068	1705	1930	2153	1944
ENSG00000273759.1	50	52	19	33	37	86	29	29	21	28	29	34
ENSG00000101193.8	1115	1282	992	1027	1119	2135	594	944	953	874	1265	1149
ENSG00000101194.18	2142	2493	1370	2085	2374	3478	1340	1885	1289	2209	1634	1606
ENSG00000149658.18	1309	1379	1099	1164	1252	2509	701	1111	1058	983	1176	1294
ENSG00000101197.13	132	148	26	94	84	56	62	87	40	116	27	18
ENSG00000101199.13	2478	2900	1506	2087	2666	3703	1604	2090	1462	2063	2083	1766
ENSG00000125534.10	1861	2376	2171	1614	1966	5550	1059	1643	2218	1437	1770	2693
ENSG00000101213.7	102	152	71	72	119	253	97	49	120	71	134	70
ENSG00000130589.16	1740	2815	2558	2191	3538	7371	1459	2084	3024	2050	3218	2826
ENSG00000101216.11	431	526	362	372	445	851	263	391	336	422	478	390
ENSG00000232442.2	113	130	92	142	134	286	96	126	144	116	122	124
ENSG00000197457.10	55	54	37	51	76	127	37	61	41	51	56	43
ENSG00000258366.11	148	224	84	166	218	305	118	165	120	157	208	157
ENSG00000026036.22	183	273	130	171	197	319	175	175	165	173	190	182
ENSG00000101246.20	801	855	339	761	1021	1142	505	690	415	764	557	540
ENSG00000197114.12	193	236	130	169	228	292	150	131	109	194	162	112
ENSG00000203896.10	47	91	24	42	57	43	48	40	44	27	52	22
ENSG00000125520.14	348	441	270	267	413	595	284	325	354	279	334	225
ENSG00000130584.12	421	473	434	419	483	1106	219	363	411	282	807	531
ENSG00000268858.2	1052	1289	435	773	1006	1055	617	895	480	786	484	534
ENSG00000101150.18	3526	3919	1834	2895	3269	4679	2041	2963	2150	2430	2170	2155
ENSG00000101152.11	6085	6734	4301	4999	6048	10590	3384	4644	4351	4599	5426	5036
ENSG00000199805.1	28	18	10	18	11	55	5	11	14	5	16	4
ENSG00000283206.1	15	17	5	7	13	19	12	18	10	26	11	7
ENSG00000275842.1	9	10	2	7	27	18	8	10	10	9	11	8
ENSG00000198276.16	616	770	422	452	692	1207	397	496	419	538	520	600
ENSG00000207554.1	13	8	8	18	10	42	4	14	7	17	17	16
ENSG00000280213.1	22	30	8	20	24	26	6	20	8	8	22	24
ENSG00000196700.9	479	643	340	451	580	1139	332	515	464	453	488	364
ENSG00000130590.14	86	130	54	90	145	173	67	112	81	119	81	72
ENSG00000101161.8	1811	2155	1251	1727	2067	2838	1138	1414	1108	1563	1850	1414
ENSG00000196421.9	34	24	16	14	24	43	20	34	22	32	37	18
ENSG00000171703.17	157	276	103	167	216	306	114	137	99	186	221	112
ENSG00000171700.14	1832	2223	1608	1137	1867	3538	1185	1404	1677	1269	1981	1672
