Geneid	HCT_NS_1	HCT_NS_2	HCT_NS_3	HCT_TNF_1	HCT_TNF_2	HCT_TNF_3	SCZ_NS_1	SCZ_NS_2	SCZ_NS_3	SCZ_TNF_1	SCZ_TNF_2	SCZ_TNF_3
ENSG00000126698.11	1599	1610	1262	1289	1494	2856	867	1193	1166	1060	1539	1618
ENSG00000130770.18	452	666	330	534	500	1041	274	502	372	410	459	416
ENSG00000270605.1	18	8	4	28	2	36	12	7	10	6	10	12
ENSG00000130766.5	1173	1520	991	1202	1389	2562	732	1236	916	1089	1580	1416
ENSG00000130772.14	324	341	306	272	272	574	160	272	304	236	558	328
ENSG00000204138.13	1669	1727	1177	1456	1463	3222	889	1334	1375	1229	1507	1655
ENSG00000229820.2	15	10	8	6	4	25	20	27	12	13	5	9
ENSG00000180198.17	625	599	460	508	657	1197	386	428	533	544	649	602
ENSG00000242125.3	792	636	578	702	643	1433	430	659	618	643	799	803
ENSG00000200087.1	5896	9813	3858	6790	7604	17440	2861	8109	5588	6498	8233	8668
ENSG00000180098.9	359	395	284	259	284	708	163	274	328	218	363	314
ENSG00000197989.15	614	584	369	468	441	931	290	476	424	322	398	479
ENSG00000221539.1	22	32	20	21	30	33	9	9	10	18	23	12
ENSG00000120656.14	338	298	335	328	265	729	185	323	300	226	335	374
ENSG00000188060.8	846	754	360	494	587	836	380	496	429	414	383	437
ENSG00000229388.1	2	11	18	0	14	22	4	9	9	8	10	12
ENSG00000162419.13	509	444	320	396	416	862	263	399	326	327	422	411
ENSG00000198492.16	1565	1293	1366	1376	1060	2952	703	1010	1215	1041	1326	1593
ENSG00000159023.22	1965	1821	954	1611	1383	3349	842	1407	1513	1306	1239	1527
ENSG00000225750.1	5	11	7	3	7	21	3	10	6	5	12	11
ENSG00000116350.18	2026	1966	1497	1705	1775	3924	1150	1609	1578	1538	1892	1741
ENSG00000116353.16	212	163	172	210	199	469	93	125	158	145	222	205
ENSG00000060656.20	63	83	54	46	68	100	26	58	46	30	63	64
ENSG00000186056.10	51	59	38	54	68	65	25	43	44	48	49	40
ENSG00000162511.8	59218	60269	49576	47714	48550	112892	30235	45384	47787	41850	44876	60742
ENSG00000264773.1	29	26	17	16	32	42	16	18	28	12	42	24
ENSG00000162512.16	3122	3424	1828	2189	2904	3984	2060	2653	1956	1815	1751	1931
ENSG00000134644.16	2599	2612	2074	2381	2201	5141	1407	2242	2027	1966	2236	2583
ENSG00000060688.13	530	564	430	606	554	1130	299	522	435	479	719	645
ENSG00000121766.16	383	365	201	335	316	658	175	333	255	262	343	298
ENSG00000121769.8	882	933	910	705	724	1738	525	664	757	605	788	1024
ENSG00000168528.12	1527	1808	937	894	1186	2059	868	1287	1159	974	798	1135
ENSG00000162517.13	816	1057	665	921	967	1529	563	731	621	846	917	809
ENSG00000134668.13	180	165	77	174	230	177	81	151	49	172	121	106
ENSG00000269967.1	17	14	8	22	15	37	6	13	31	6	18	23
ENSG00000184007.22	3537	3064	2520	3345	2298	5891	1640	2734	2605	2330	3364	3315
ENSG00000121774.18	2065	2283	1445	2056	2009	3807	1249	1699	1518	1534	2234	1926
ENSG00000121775.18	299	366	247	250	291	642	181	244	261	225	272	327
ENSG00000025800.14	2312	1899	1832	2055	1752	3981	1063	1677	1696	1442	1820	1934
ENSG00000084652.16	3295	3560	2717	2731	3237	6154	1901	2655	2430	2437	2739	2711
ENSG00000160050.16	20	36	6	22	18	62	22	22	14	17	35	26
ENSG00000224066.1	44	49	40	29	76	134	26	42	36	39	58	47
ENSG00000160051.12	32	14	2	30	14	26	8	20	8	4	8	4
ENSG00000160055.20	424	458	250	380	409	719	192	359	291	310	309	314
ENSG00000084623.12	1380	1232	1210	1336	1326	2734	736	965	1012	1009	1281	1449
ENSG00000220785.8	133	154	32	82	130	135	78	155	93	108	82	44
ENSG00000182866.17	133	186	50	167	179	193	125	185	73	157	84	56
ENSG00000116478.12	997	846	658	821	849	1725	457	713	696	687	786	831
ENSG00000175130.7	378	761	432	694	758	1496	280	642	438	396	942	658
ENSG00000162526.7	8	8	11	13	13	40	8	16	18	9	9	4
ENSG00000225828.2	200	211	97	115	207	262	102	142	102	206	107	118
ENSG00000160058.19	1701	1840	1002	1544	1659	2808	980	1487	1049	1299	1312	1308
ENSG00000160062.15	85	61	76	53	30	176	19	36	86	36	93	88
ENSG00000176261.16	320	260	222	325	226	546	158	259	225	242	338	303
ENSG00000162521.19	2715	2214	2092	2544	1882	5017	1149	2090	2042	1802	2532	2528
ENSG00000162520.15	151	115	189	117	124	362	48	78	231	90	208	221
ENSG00000162522.11	1513	1583	1328	1472	1875	3204	872	1174	996	1149	1370	1382
ENSG00000134684.13	2160	1958	1664	1935	1943	3644	1203	1781	1656	1625	2243	1995
ENSG00000116497.18	719	698	426	608	546	1200	400	608	566	521	604	669
ENSG00000121900.19	8	14	30	6	10	17	4	10	10	2	18	8
ENSG00000116514.17	1319	1970	1391	1347	1520	4109	895	1438	1653	1068	1852	2026
ENSG00000004455.18	1393	1421	1122	1425	1320	3014	779	1113	1252	1096	1787	1586
ENSG00000142920.17	23	21	62	17	42	136	8	8	48	16	56	63
ENSG00000116525.14	252	359	154	201	238	375	154	262	154	182	170	183
ENSG00000279179.1	10	2	8	10	10	22	0	4	16	6	6	14
ENSG00000160094.15	1002	1278	935	918	1127	2421	564	754	926	774	950	1081
ENSG00000270115.1	23	32	18	17	24	59	18	8	28	16	23	39
ENSG00000134686.20	2219	2710	1684	2104	2649	3853	1464	2228	1661	1858	1938	1986
ENSG00000222112.1	39	48	19	13	34	59	29	39	21	46	32	31
ENSG00000121903.15	305	268	196	277	292	487	175	233	201	229	179	181
ENSG00000163866.9	967	894	649	809	757	1536	462	632	673	680	854	790
ENSG00000284773.1	27	20	20	16	21	44	12	24	10	26	14	14
ENSG00000241014.2	11	20	1	3	12	21	2	12	2	9	7	9
ENSG00000163867.17	329	232	215	304	212	604	137	176	239	190	338	309
ENSG00000197056.11	235	167	136	222	109	392	74	181	200	114	170	162
ENSG00000116560.12	4100	3469	3197	3668	3531	7791	1954	3082	2840	2886	3554	3960
ENSG00000146463.12	1428	1515	1249	1412	1003	3044	773	1128	1388	1017	1188	1678
ENSG00000229994.1	20	24	6	20	10	52	8	24	16	22	26	20
ENSG00000142687.18	1834	2057	1323	1606	1699	3295	1051	1510	1430	1375	1648	1560
ENSG00000020129.16	735	677	430	718	750	1140	424	605	409	681	642	490
ENSG00000239636.2	28	45	22	33	23	53	24	25	30	26	25	16
ENSG00000116819.9	58	41	18	38	56	64	40	43	20	24	29	18
ENSG00000126067.12	1606	1732	1260	1590	1544	3129	819	1452	1296	1349	1724	1629
ENSG00000142686.8	584	599	492	487	491	1176	269	423	443	404	638	594
ENSG00000092853.14	241	231	54	279	257	301	74	159	120	176	60	80
ENSG00000134698.11	1784	1550	1189	1348	1171	2916	830	1303	1221	1023	1238	1371
ENSG00000092847.13	3571	3314	2963	3251	2820	7013	1771	2693	2673	2625	3481	3813
ENSG00000126070.20	1486	1570	1106	1379	1214	2746	638	1182	1295	1099	1664	1405
ENSG00000116863.11	764	923	744	715	815	1716	481	589	606	594	1000	860
ENSG00000171812.13	1063	1030	802	1017	1166	1262	514	760	587	994	1067	845
ENSG00000054116.12	986	942	732	896	879	1832	478	691	770	671	1012	1006
ENSG00000116871.16	7116	8848	4922	5647	8349	12299	4206	5445	4447	5468	7092	5742
ENSG00000054118.15	3788	3625	2863	3385	3276	6945	1920	2972	2643	2702	3108	3545
ENSG00000214193.11	745	734	294	449	501	730	388	586	331	602	515	359
ENSG00000142694.7	635	726	407	426	585	989	356	438	428	400	528	538
ENSG00000196182.11	4723	5740	3279	3386	4071	7759	2744	3600	3629	3245	4138	3890
ENSG00000181817.6	657	623	469	597	618	1235	351	463	515	534	543	665
ENSG00000116885.18	27	12	14	28	19	33	24	22	19	29	18	24
ENSG00000116898.12	625	640	556	500	520	1293	298	482	476	460	679	712
ENSG00000119535.18	2082	2389	1286	1312	1707	3007	1339	1671	1688	1483	1170	1540
ENSG00000233621.3	190	218	204	215	208	634	80	181	210	131	435	285
ENSG00000163874.11	701	1087	803	936	1026	2853	470	796	868	781	1273	1407
ENSG00000163875.16	646	575	657	574	486	1413	307	508	527	426	710	811
ENSG00000163877.11	432	269	303	324	307	741	187	270	292	255	377	323
ENSG00000134697.13	939	882	691	740	753	1731	402	738	626	642	745	988
ENSG00000116922.15	183	174	148	175	176	331	102	160	108	170	168	175
ENSG00000134690.11	84	92	36	68	100	119	43	68	44	92	22	52
ENSG00000183317.17	14	20	12	20	12	56	13	9	13	14	48	31
ENSG00000185090.15	224	208	166	291	305	517	132	184	208	234	198	237
ENSG00000196449.4	271	277	216	291	211	565	158	228	188	208	395	299
ENSG00000197982.14	872	1080	671	1350	1489	1783	673	953	600	1056	1338	828
ENSG00000188786.10	2989	3463	2435	3960	3547	8157	1710	3090	2310	2720	2563	3866
ENSG00000204084.13	996	1093	691	981	952	1930	545	846	733	749	1156	908
ENSG00000183431.12	1082	1067	934	1054	1060	2354	548	878	806	828	1193	1149
ENSG00000183386.10	980	1250	1292	942	1229	2830	585	895	1082	766	1315	1527
ENSG00000183520.12	310	268	320	361	217	693	168	222	269	255	319	331
ENSG00000185668.8	24	20	28	20	24	18	10	18	28	10	56	56
ENSG00000224592.5	4	10	11	2	0	17	1	7	7	5	23	5
ENSG00000116954.8	439	351	351	359	243	827	201	321	370	213	364	445
ENSG00000228436.4	96	109	64	63	81	198	51	87	87	70	77	99
ENSG00000214114.9	88	92	111	90	72	226	49	69	74	78	138	137
ENSG00000174574.16	1140	1000	1117	1127	852	2769	577	823	1007	860	1396	1546
ENSG00000168653.11	949	809	921	947	813	2421	462	711	859	601	1341	1199
ENSG00000127603.32	20227	20230	11661	16908	16663	31817	10731	15749	13811	13736	14190	15124
ENSG00000243970.4	290	292	149	175	240	454	113	246	184	208	198	150
ENSG00000090621.15	4225	3947	3051	3308	3294	6503	2083	3057	3145	3018	4018	3534
ENSG00000163909.8	6	40	8	4	8	28	6	16	16	14	12	4
ENSG00000084072.17	500	474	343	455	417	946	282	374	402	328	507	373
ENSG00000116985.12	24	27	28	55	48	106	32	32	32	20	40	54
ENSG00000284719.2	19	22	13	6	12	48	13	13	25	25	24	30
ENSG00000043514.17	253	213	130	257	136	446	96	169	168	204	228	168
ENSG00000116990.11	326	387	324	440	440	756	208	342	285	364	486	350
ENSG00000168389.18	1143	1507	566	1248	1156	1669	565	1094	582	1424	703	893
ENSG00000228477.1	84	136	9	72	50	114	57	95	45	84	60	44
ENSG00000131236.18	10736	9762	9395	9173	8253	22546	5007	7791	8536	6184	9259	11361
ENSG00000131238.18	11414	9461	13497	9248	7406	29649	4936	7191	12240	6749	13107	16258
ENSG00000117000.9	758	710	482	700	462	1217	343	559	550	458	586	590
ENSG00000259943.1	50	34	62	38	32	62	20	30	18	34	58	44
ENSG00000084073.10	1517	1049	1235	1279	796	2744	524	912	1189	791	1743	1619
ENSG00000049089.15	235	334	259	182	277	763	91	193	299	169	418	333
ENSG00000084070.12	2452	2636	2346	2224	2294	5614	1279	2165	2291	1927	2710	2695
ENSG00000213172.3	40	23	16	34	17	90	11	26	51	25	43	34
ENSG00000187801.15	76	54	66	62	64	168	19	42	49	36	97	90
ENSG00000260920.2	36	40	76	40	56	135	26	24	56	14	62	66
ENSG00000187815.10	78	59	86	58	68	190	28	50	90	30	133	92
ENSG00000164002.12	126	98	93	82	128	238	91	112	82	85	160	128
ENSG00000117010.17	49	70	49	68	48	149	30	64	53	66	85	72
ENSG00000117016.10	443	459	197	368	428	612	288	345	263	344	180	209
ENSG00000272145.1	50	48	8	45	10	80	42	46	20	34	36	54
ENSG00000066136.21	1091	1235	1026	1157	1065	2727	596	1004	1062	941	1299	1268
ENSG00000117013.17	13	24	22	10	18	24	2	14	16	16	19	13
ENSG00000179862.7	4	14	10	20	22	32	6	16	22	8	26	22
ENSG00000171793.17	419	447	300	520	496	955	207	406	333	457	478	436
ENSG00000281207.1	50	62	32	53	100	111	41	56	65	84	63	54
ENSG00000171790.16	13	21	5	16	7	20	8	6	10	6	8	6
ENSG00000010803.17	403	393	231	363	312	737	203	286	276	269	240	326
ENSG00000127124.16	2481	3202	3053	2480	3263	7458	1626	2155	2900	2013	3518	3698
ENSG00000198815.9	1092	898	704	1005	745	1981	487	839	817	701	964	979
ENSG00000066185.13	26	18	6	19	9	44	10	13	12	4	4	26
ENSG00000127125.9	588	533	482	634	505	1409	321	503	600	417	799	734
ENSG00000186409.19	128	119	47	91	95	196	60	96	98	92	76	79
ENSG00000171960.12	273	310	251	380	276	614	198	269	221	262	416	335
ENSG00000285728.2	14	16	3	18	14	25	2	4	5	8	0	9
ENSG00000065978.19	13871	11214	10415	11046	9520	25520	5645	8868	9825	8997	9014	13481
ENSG00000117385.16	1143	1423	691	1018	1278	1836	696	967	640	1001	1085	856
ENSG00000164008.17	119	107	129	113	99	266	75	82	90	87	149	128
ENSG00000177868.12	147	155	81	132	122	276	86	130	94	72	134	85
ENSG00000164010.15	651	589	397	540	495	1189	349	456	544	412	590	568
ENSG00000228192.9	48	63	15	76	57	65	29	49	18	54	41	25
ENSG00000164011.18	167	217	99	169	162	278	93	196	136	195	154	168
ENSG00000117394.24	725	839	401	765	718	1044	461	843	407	643	633	454
ENSG00000117395.13	372	423	344	393	428	676	231	304	252	369	518	388
ENSG00000066056.14	200	172	111	207	334	179	96	208	54	158	172	52
ENSG00000234694.2	5	13	10	7	21	31	4	12	14	12	19	12
ENSG00000117399.14	118	110	27	138	152	84	66	104	60	72	6	32
ENSG00000066322.15	1641	1652	1462	1472	1328	3546	902	1192	1390	1078	1542	1814
ENSG00000288772.1	17	16	8	8	22	26	2	14	2	5	2	7
ENSG00000159479.17	737	747	402	668	665	956	397	555	360	565	390	505
ENSG00000198198.17	3234	3896	1907	2904	3392	5612	2049	2761	2365	2744	2694	2710
ENSG00000178922.18	168	202	167	131	148	306	84	108	124	82	204	184
ENSG00000142949.17	67	117	17	108	144	117	42	77	28	69	46	25
ENSG00000066135.13	740	683	520	587	603	1185	392	600	553	451	658	644
ENSG00000236200.7	4	11	6	21	8	18	6	12	6	13	21	32
ENSG00000126091.21	176	229	98	217	273	404	120	194	174	212	196	219
ENSG00000237950.3	33	38	8	37	22	29	11	20	28	9	22	11
ENSG00000288573.2	16	4	12	6	10	21	9	4	16	10	10	6
ENSG00000117408.11	1798	1841	1129	1401	1615	2529	943	1325	1250	1358	1339	1444
ENSG00000132768.14	357	368	354	346	352	742	214	356	251	347	388	411
ENSG00000117410.14	5383	5083	4220	4336	4299	10062	2637	4098	3767	3613	4435	5284
ENSG00000117411.18	251	221	136	166	228	292	108	147	161	196	171	143
ENSG00000159214.13	102	96	64	72	88	141	54	64	41	46	71	64
ENSG00000196517.13	105	76	72	77	80	88	32	77	26	105	84	40
ENSG00000178028.14	737	806	454	589	632	1141	380	490	481	531	669	534
ENSG00000117419.16	460	438	307	402	408	806	295	428	334	386	430	350
ENSG00000233602.1	31	33	14	11	48	27	14	17	29	37	27	26
ENSG00000187147.18	1625	1961	1253	1369	1781	2851	846	1334	1254	1335	1756	1446
ENSG00000126106.14	325	299	179	222	330	424	191	213	195	247	211	228
ENSG00000198520.12	207	193	154	120	240	411	82	132	216	154	166	218
ENSG00000199377.1	18	26	14	48	15	181	21	37	32	28	84	80
ENSG00000200169.1	10	34	0	11	10	55	0	30	17	10	12	18
ENSG00000142945.13	126	132	19	146	128	116	63	99	52	115	7	9
ENSG00000142937.12	3846	3155	3262	3269	2946	7680	1588	2666	3309	2668	4584	4417
ENSG00000200913.1	9	26	13	19	23	48	9	12	4	17	20	27
ENSG00000173846.13	2395	3009	1216	2825	3046	3617	1659	2590	1381	3101	2021	1769
ENSG00000222009.9	1444	1547	377	1468	1436	1607	915	1242	609	1646	731	649
ENSG00000117425.14	53	70	34	29	33	108	26	26	47	66	49	28
ENSG00000070785.17	326	300	323	394	342	812	152	278	305	251	426	397
ENSG00000126107.15	2108	2222	1111	1678	1955	2615	1167	1628	1143	1426	1405	1305
ENSG00000126088.14	1324	1446	914	1152	1143	2136	760	1049	896	964	1037	1062
ENSG00000162415.7	24	34	12	47	30	30	18	32	4	14	25	18
ENSG00000132781.20	26	33	30	37	44	86	39	38	19	48	26	32
ENSG00000132773.12	154	180	100	187	175	314	77	149	95	146	162	145
ENSG00000070759.17	128	123	57	54	88	82	67	92	66	73	55	42
ENSG00000280670.3	6	20	4	13	12	22	10	14	18	18	24	10
ENSG00000132763.15	38	76	48	74	78	115	32	54	44	54	116	42
ENSG00000117450.15	11013	9199	11574	9174	6883	28516	4353	6924	10925	6101	12866	15577
ENSG00000117448.14	4655	4850	3592	3527	4011	9098	2285	3313	3809	3126	5070	4562
ENSG00000132780.17	1052	1008	627	983	1018	1871	530	842	804	752	807	876
ENSG00000159588.15	108	186	91	157	165	305	110	156	120	121	131	137
ENSG00000159592.11	2872	2818	2273	2384	2338	5410	1394	2066	2200	1977	2611	2953
ENSG00000225447.1	34	30	14	35	26	59	14	29	21	21	19	21
ENSG00000234329.1	76	100	33	55	89	162	49	54	52	74	101	67
ENSG00000159596.7	360	346	375	426	296	948	174	320	341	297	345	481
ENSG00000197429.11	59	58	51	44	43	170	24	27	61	43	148	61
ENSG00000086015.23	1918	2034	1528	1520	1708	3719	1102	1461	1532	1397	1823	1877
ENSG00000117461.15	58	48	36	38	28	74	16	30	60	26	35	54
ENSG00000085998.15	705	758	606	705	782	1659	422	574	510	659	921	826
ENSG00000085999.13	72	54	10	76	101	62	44	70	39	62	9	23
ENSG00000132128.18	1544	1532	1016	1410	1475	2737	808	1169	1043	1221	1184	1299
ENSG00000173660.12	1072	900	1076	1054	871	2692	556	816	1080	852	2008	1381
ENSG00000117481.11	737	723	472	603	570	1443	351	558	620	594	582	722
ENSG00000117480.16	82	102	70	77	90	169	53	89	99	63	171	96
ENSG00000232022.8	5	28	4	8	10	20	7	6	8	8	0	2
ENSG00000079277.22	5017	5582	4398	4246	4863	11283	3010	3994	4697	3245	4992	4978
ENSG00000142961.16	1557	2012	1382	1494	1656	3561	1059	1325	1259	1104	1802	1551
ENSG00000123472.13	378	376	408	337	291	846	161	316	340	250	550	529
ENSG00000159658.15	4163	3561	3325	3544	2953	7635	1927	3092	3168	2499	3727	4112
ENSG00000123473.17	211	122	97	209	157	389	86	133	133	140	112	176
ENSG00000162368.14	1828	1274	1183	1671	1069	2898	692	1216	1223	1085	2116	1632
ENSG00000237424.1	119	152	118	107	188	302	68	107	128	101	126	117
ENSG00000186564.6	55	20	18	49	36	76	19	20	23	42	44	38
ENSG00000132122.12	97	112	49	98	64	121	45	73	88	60	91	73
ENSG00000162374.18	0	4	7	0	4	30	2	6	4	0	15	13
ENSG00000185104.21	532	514	467	625	518	1129	304	485	497	505	602	561
ENSG00000123080.12	176	132	10	96	150	118	59	110	44	108	12	32
ENSG00000123091.5	999	966	715	966	820	1738	442	800	654	624	1035	1004
ENSG00000085832.17	2344	1882	1632	1695	1466	3902	1044	1607	1799	1258	1907	2089
ENSG00000117859.19	909	741	749	850	699	1701	425	682	839	547	763	909
ENSG00000078618.23	3140	3163	2539	2808	2523	6349	1605	2389	2565	2015	3204	3523
ENSG00000266993.3	2	8	0	12	9	27	2	5	6	6	3	3
ENSG00000117862.13	188	243	97	167	169	446	100	166	134	165	208	190
ENSG00000198841.4	41	46	40	40	21	61	36	17	28	17	49	46
ENSG00000134717.18	1003	791	663	924	622	1970	446	775	797	564	959	1038
ENSG00000157077.16	77	82	77	81	43	174	28	60	109	77	80	132
ENSG00000154222.15	2200	2684	1660	1911	2344	4259	1508	1876	1685	1689	2673	1893
ENSG00000287078.1	26	23	22	15	11	32	5	18	17	12	27	16
ENSG00000085840.13	120	100	46	110	143	168	54	103	66	97	50	87
ENSG00000134748.13	567	570	457	562	482	1106	265	472	446	438	586	566
ENSG00000134744.14	778	674	475	572	607	1206	362	639	515	526	612	583
ENSG00000116157.6	6	6	14	14	8	27	10	20	2	5	10	2
ENSG00000182183.15	38	38	4	50	38	61	41	30	4	36	32	13
ENSG00000162377.6	472	417	441	444	404	1041	256	355	400	348	514	604
ENSG00000162378.13	1268	938	924	1017	772	1944	545	816	976	654	1097	1101
ENSG00000121310.17	490	583	315	448	454	1094	272	357	439	298	543	473
ENSG00000116171.19	1901	1363	1518	1455	1062	3427	783	1093	1491	962	1829	1889
ENSG00000157184.7	806	980	769	882	902	1826	507	722	742	709	1083	922
ENSG00000162384.14	351	270	246	296	271	630	142	244	210	241	334	334
ENSG00000162385.11	199	188	164	219	139	421	100	152	150	142	165	168
ENSG00000157193.18	1587	1541	1380	1468	1596	4154	866	1158	1561	1027	2126	2046
ENSG00000058804.12	360	226	331	402	273	624	121	235	278	277	272	430
ENSG00000058799.15	576	553	454	509	506	1083	301	475	475	409	591	557
ENSG00000081870.12	231	169	177	237	121	424	101	175	155	121	252	259
ENSG00000116212.15	339	352	243	256	279	519	158	245	190	246	309	266
ENSG00000116209.12	2726	2270	2170	2376	1923	4599	1333	2161	2117	1646	2787	2553
ENSG00000280378.1	18	20	12	38	28	60	20	36	20	14	46	13
ENSG00000116205.14	394	311	287	268	271	607	176	248	306	224	370	334
ENSG00000215883.11	181	215	121	128	150	316	73	138	145	122	135	159
ENSG00000116221.15	879	872	786	700	789	1632	417	725	651	601	1098	958
ENSG00000157216.16	1087	1259	976	1028	1111	2304	617	982	879	811	1355	1345
ENSG00000162390.18	1942	2393	1314	1488	1875	3967	1257	1374	1721	1505	1940	1862
ENSG00000184313.20	212	209	150	136	171	497	77	157	253	151	206	208
ENSG00000243725.7	17	55	22	42	31	77	12	21	19	34	32	31
ENSG00000162396.6	136	159	114	116	135	292	60	86	92	96	138	120
ENSG00000006555.11	10	11	4	26	34	22	16	30	6	23	8	6
ENSG00000116133.13	8308	8236	5312	7762	8561	15825	4480	6399	5138	6154	6589	7465
ENSG00000242396.2	4	16	2	3	0	40	0	4	0	5	15	10
ENSG00000162402.14	2750	2545	2170	2425	1928	5184	1298	2122	2213	1876	2505	2661
ENSG00000260971.4	33	32	5	36	26	43	20	18	8	23	12	20
ENSG00000284686.1	15	24	6	14	13	30	9	19	0	16	16	14
ENSG00000162407.9	820	743	400	932	591	1231	328	689	397	911	518	713
ENSG00000162600.12	81	73	86	92	51	234	42	63	144	40	89	105
ENSG00000184292.7	444	542	3742	618	790	7362	314	340	1738	460	5898	4142
ENSG00000162601.11	1305	1025	1050	1300	764	2868	610	1018	1120	760	1380	1458
ENSG00000177606.8	4135	5590	3380	3639	4912	7084	2568	3550	2954	3132	4259	3378
ENSG00000234807.8	21	19	16	25	31	44	13	36	28	12	44	24
ENSG00000232453.7	12	23	20	8	16	30	8	18	18	6	30	8
ENSG00000237352.5	10	11	6	22	11	22	9	18	21	11	12	2
ENSG00000224609.8	9	12	16	18	6	27	4	12	10	10	11	30
ENSG00000172456.18	171	189	190	166	157	441	92	170	187	122	224	227
ENSG00000162599.17	174	103	52	177	90	148	56	145	88	131	90	70
ENSG00000162604.12	434	316	319	362	310	823	181	302	372	310	550	434
ENSG00000132849.22	32	28	14	58	26	67	21	43	33	42	26	16
ENSG00000162607.13	416	309	295	400	316	775	184	313	281	304	383	397
ENSG00000116641.18	1962	1650	1181	1613	1082	3167	880	1318	1442	975	1279	1632
ENSG00000213703.2	26	14	9	12	9	30	4	18	12	6	12	8
ENSG00000125703.15	282	169	209	208	114	509	118	200	204	116	253	281
ENSG00000088035.18	85	58	112	112	53	253	29	72	99	67	139	143
ENSG00000142856.17	64	38	38	39	28	78	28	27	33	44	48	34
ENSG00000203965.13	31	22	18	30	15	33	18	22	32	18	10	28
ENSG00000079739.17	607	610	260	593	470	588	280	440	224	481	391	303
ENSG00000223949.8	83	47	52	82	25	126	14	34	33	46	104	54
ENSG00000158966.16	14	16	19	22	10	51	6	10	20	8	14	20
ENSG00000162437.15	9	8	4	8	16	26	7	4	20	2	16	16
ENSG00000162434.13	4249	4468	3160	4017	3702	8037	2210	3727	3345	3327	4026	4490
ENSG00000226891.9	68	39	33	62	29	58	21	32	49	37	99	54
ENSG00000162433.15	434	363	126	553	275	339	208	459	114	349	326	219
ENSG00000116675.16	53	52	67	60	52	123	26	52	42	47	80	49
ENSG00000213625.9	2317	1562	1788	1797	1258	3872	907	1534	1575	1308	1959	2322
ENSG00000116678.20	70	65	89	57	44	194	54	48	72	34	104	150
ENSG00000184588.18	356	468	190	375	324	714	205	371	253	227	232	344
ENSG00000152760.10	27	9	2	50	9	13	10	27	10	16	4	0
ENSG00000152763.17	28	24	9	14	21	29	8	8	26	20	25	24
ENSG00000198160.15	822	688	695	890	543	1781	359	674	719	563	899	960
ENSG00000289394.1	13	12	15	18	21	36	6	17	7	9	22	16
ENSG00000116704.8	354	334	310	425	303	733	178	274	271	288	442	449
ENSG00000142864.15	3151	3038	2631	3090	2807	6389	1646	2487	2542	2442	4134	3156
ENSG00000116717.13	221	249	392	280	255	932	106	199	282	177	798	482
ENSG00000172380.6	539	434	127	377	254	265	180	360	155	358	172	184
ENSG00000116729.14	740	795	337	716	662	1081	433	580	449	461	401	505
ENSG00000234383.1	19	28	26	6	32	28	32	27	10	16	6	12
